lead_id,domain,company_name,source,source_url,date_sourced,contact_name,contact_title,contact_linkedin,contact_email,email_confidence,industry,employee_count,employee_range,hq_country,hq_city,geo_tier,funding_stage,last_funding_date,total_funding_usd,arr_estimate_usd,company_linkedin,company_description,uses_llm_in_prod,tech_stack_raw,has_kubernetes,has_ray_or_wandb,has_snowflake,github_org_url,github_ai_repo_count,github_stars_top_repo,is_hiring_ml_eng,linkedin_post_30d,linkedin_post_topic,news_signal,score_total,score_tier,disqualified,disqualify_reason,outreach_email_v1,outreach_linkedin_v1,ab_variant,notes
,modal.run,Modal,github,https://github.com/modal-labs,2026-04-18,Charles Frye,Head of Platform,https://linkedin.com/in/charlesfrye,,0.0,Other,200,201-500,US,New York,US,Series A,2023-06-01,16000000,>$5M,https://linkedin.com/company/modal,Modal provides serverless GPU cloud for running AI model inference.,TRUE,Kubernetes;GCP;AWS;Ray;vLLM,TRUE,TRUE,FALSE,https://github.com/modal-labs,3,2400,,,,,,FALSE,,,,
,marqo.ai,Marqo,github,https://github.com/marqo-ai,2026-04-18,Tom Hamer,CTO,https://linkedin.com/in/tomhamer,,0.0,Other,200,201-500,AU,Sydney,EU_UK,Series A,2023-07-18,12000000,>$5M,https://linkedin.com/company/marqo,Marqo is a tensor search engine for multimodal AI and enterprise search.,TRUE,Kubernetes;GCP;AWS;Ray;Triton,TRUE,TRUE,FALSE,https://github.com/marqo-ai,3,2800,,,,,,FALSE,,,,
,airbyte.com,Airbyte,github,https://github.com/airbytehq,2026-04-18,Michel Tricot,CTO,https://linkedin.com/in/micheltricot,,0.0,Other,500,201-500,US,San Francisco,US,Series B,2022-05-25,150000000,>$30M,https://linkedin.com/company/airbyte,Airbyte is an open-source data integration platform used in modern ML and data stacks.,TRUE,Kubernetes;GCP;AWS;Snowflake;dbt;Databricks,TRUE,FALSE,TRUE,https://github.com/airbytehq,8,14000,,,,,,FALSE,,,,
,bytebase.com,Bytebase,github,https://github.com/bytebase,2026-04-18,Tianzhou Chen,CTO,https://linkedin.com/in/tianzhouchen,,0.0,SaaS,200,201-500,HK,Hong Kong,EU_UK,Series A,2022-10-13,10000000,>$5M,https://linkedin.com/company/bytebase,Bytebase is a database DevOps platform for managing schema changes and compliance.,FALSE,Kubernetes;GCP;AWS,TRUE,FALSE,FALSE,https://github.com/bytebase,3,9000,,,,,,FALSE,,,,
,cube.dev,Cube,github,https://github.com/cube-js,2026-04-18,Artyom Keydunov,CTO,https://linkedin.com/in/artyomkeydunov,,0.0,SaaS,300,201-500,US,San Francisco,US,Series B,2022-12-01,60000000,>$20M,https://linkedin.com/company/cube,Cube is a semantic layer for analytics enabling AI-driven BI applications.,TRUE,Kubernetes;GCP;AWS;Snowflake;dbt;Databricks,TRUE,FALSE,TRUE,https://github.com/cube-js,4,16000,,,,,,FALSE,,,,
,dify.ai,Dify,github,https://github.com/langgenius,2026-04-18,Lucia Zheng,CTO,https://linkedin.com/in/luciazheng,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-03-07,21000000,>$5M,https://linkedin.com/company/dify-ai,Dify is an open-source LLM app development platform for building AI workflows and agents.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic;Pinecone,TRUE,FALSE,FALSE,https://github.com/langgenius,4,38000,,,,,,FALSE,,,,
,flowiseai.com,FlowiseAI,github,https://github.com/FlowiseAI,2026-04-18,Henry Heng,CTO,https://linkedin.com/in/henryheng,,0.0,Other,200,201-500,SG,Singapore,EU_UK,Bootstrapped,,0,>$5M,https://linkedin.com/company/flowiseai,Flowise is an open-source drag-and-drop UI for building LLM applications.,TRUE,Kubernetes;AWS;GCP;OpenAI;Anthropic,TRUE,FALSE,FALSE,https://github.com/FlowiseAI,2,29000,,,,,,FALSE,,,,
,langchain.com,LangChain,github,https://github.com/langchain-ai,2026-04-18,Harrison Chase,CTO,https://linkedin.com/in/harrisonchase,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2023-10-09,25000000,>$10M,https://linkedin.com/company/langchain,LangChain builds open-source infrastructure for LLM-powered applications and agents.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic;Pinecone,TRUE,FALSE,FALSE,https://github.com/langchain-ai,12,87000,,,,,,FALSE,,,,
,llamaindex.ai,LlamaIndex,github,https://github.com/run-llama,2026-04-18,Jerry Liu,CTO,https://linkedin.com/in/jerry-liu,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-01-26,18500000,>$5M,https://linkedin.com/company/llamaindex,LlamaIndex is a data framework for connecting LLMs to enterprise data sources for RAG.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic;Pinecone,TRUE,FALSE,FALSE,https://github.com/run-llama,8,34000,,,,,,FALSE,,,,
,portkey.ai,Portkey,github,https://github.com/portkey-ai,2026-04-18,Rohit Agarwal,CTO,https://linkedin.com/in/rohitagarwal,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-03-15,8000000,>$5M,https://linkedin.com/company/portkey-ai,Portkey is an AI gateway providing observability routing and guardrails for LLM APIs.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic,TRUE,FALSE,FALSE,https://github.com/portkey-ai,3,1600,,,,,,FALSE,,,,
,promptlayer.com,PromptLayer,github,https://github.com/MagnivOrg,2026-04-18,Jared Zoneraich,CTO,https://linkedin.com/in/jaredzoneraich,,0.0,Other,200,201-500,US,Boston,US,Bootstrapped,,0,>$5M,https://linkedin.com/company/promptlayer,PromptLayer is a platform for tracking managing and evaluating LLM prompts.,TRUE,Kubernetes;AWS;GCP;OpenAI,TRUE,FALSE,FALSE,https://github.com/MagnivOrg,2,2400,,,,,,FALSE,,,,
,fixie.ai,Fixie,github,https://github.com/fixie-ai,2026-04-18,Matt Basta,CTO,https://linkedin.com/in/mattbasta,,0.0,Other,200,201-500,US,Seattle,US,Series A,2023-06-27,17000000,>$5M,https://linkedin.com/company/fixie-ai,Fixie enables developers to build and host conversational AI agents using LLMs.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic,TRUE,FALSE,FALSE,https://github.com/fixie-ai,3,900,,,,,,FALSE,,,,
,e2b.dev,E2B,github,https://github.com/e2b-dev,2026-04-18,Vasek Mlejnsky,CTO,https://linkedin.com/in/vasek-mlejnsky,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-03-28,10000000,>$5M,https://linkedin.com/company/e2b-dev,E2B provides secure sandboxed code execution for AI coding agents and developers.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic,TRUE,FALSE,FALSE,https://github.com/e2b-dev,3,6000,,,,,,FALSE,,,,
,superagi.com,SuperAGI,github,https://github.com/TransformerOptimus,2026-04-18,Ishaan Bhola,CTO,https://linkedin.com/in/ishaanbhola,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2023-07-11,16000000,>$5M,https://linkedin.com/company/superagi,SuperAGI is an open-source platform for building deploying and managing AI agents.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic;Ray,TRUE,TRUE,FALSE,https://github.com/TransformerOptimus,4,13000,,,,,,FALSE,,,,
,agentops.ai,AgentOps,github,https://github.com/agentops-ai,2026-04-18,Braelyn Boynton,CTO,https://linkedin.com/in/braelynboynton,,0.0,Other,200,201-500,US,San Francisco,US,Bootstrapped,,0,>$5M,https://linkedin.com/company/agentops,AgentOps provides developer tools for testing debugging and deploying AI agents.,TRUE,Kubernetes;GCP;AWS;OpenAI,TRUE,FALSE,FALSE,https://github.com/AgentOps-AI,2,2400,,,,,,FALSE,,,,
,phidata.app,Phidata,github,https://github.com/phidatahq,2026-04-18,Ashpreet Bedi,CTO,https://linkedin.com/in/ashpreetbedi,,0.0,Other,200,201-500,US,San Francisco,US,Bootstrapped,,0,>$5M,https://linkedin.com/company/phidata,Phidata is an open-source platform for building multi-modal AI assistants and agents.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic,TRUE,FALSE,FALSE,https://github.com/phidatahq,3,11000,,,,,,FALSE,,,,
,lmstudio.ai,LM Studio,github,https://github.com/lmstudio-ai,2026-04-18,Lm Studio,Head of Engineering,https://linkedin.com/in/lmstudio,,0.0,Other,200,201-500,US,San Francisco,US,Bootstrapped,,0,>$5M,https://linkedin.com/company/lmstudio,LM Studio enables running local LLMs on laptop and desktop hardware for developers.,TRUE,Kubernetes;GCP;AWS,TRUE,FALSE,FALSE,https://github.com/lmstudio-ai,2,4200,,,,,,FALSE,,,,
,ollama.com,Ollama,github,https://github.com/ollama,2026-04-18,Jeffrey Morgan,CTO,https://linkedin.com/in/jmorganca,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-02-20,20000000,>$5M,https://linkedin.com/company/ollama,Ollama makes it easy to run large language models locally with a simple API.,TRUE,Kubernetes;GCP;AWS;vLLM,TRUE,FALSE,FALSE,https://github.com/ollama,3,78000,,,,,,FALSE,,,,
,openllm.bentoml.org,BentoML,github,https://github.com/bentoml,2026-04-18,Chaoyu Yang,CTO,https://linkedin.com/in/chaoyuyang,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2023-06-01,9000000,>$5M,https://linkedin.com/company/bentoml,BentoML is an open platform for shipping AI applications and model serving.,TRUE,Kubernetes;GCP;AWS;Ray;vLLM;Triton,TRUE,TRUE,FALSE,https://github.com/bentoml,6,6900,,,,,,FALSE,,,,
,skypilot.readthedocs.io,SkyPilot,github,https://github.com/skypilot-org,2026-04-18,Zongheng Yang,CTO,https://linkedin.com/in/zonghengyang,,0.0,Other,200,201-500,US,Berkeley,US,Series A,2023-09-05,16000000,>$5M,https://linkedin.com/company/skypilot,SkyPilot is an open-source framework for running ML workloads on any cloud at lowest cost.,TRUE,Kubernetes;GCP;AWS;Azure;Ray;vLLM,TRUE,TRUE,FALSE,https://github.com/skypilot-org,4,6700,,,,,,FALSE,,,,
